timestamp,close,Chaikin_oscillator,CCI,williams_percentage,PSAR,Keltner_channels_upperband,Keltner_channels_lowerband,TRIX,Ultimate_oscillator,ad_indicator,Donchian_channel_upper,Donchian_channel_lower,Donchian_channel_middle,SMA_short,SMA_long,EMA_short,EMA_long,RSI,MACD,MACD_signal,MACD_histogram,Stochastic_oscillator,VWAP,bollinger_band_lower,bollinger_band_upper,ADX,return,target
2018-03-11 00:00:00+00:00,9544.84,77372779.051966,-107.94716569687417,-33.28214815501573,10377.863326371378,10826.04867858407,8967.771632670258,0.11539307427437029,0.5056748155884657,9818458381.483822,11802.23,8393.45,10097.84,10093.546666666667,10429.441833333334,10183.993382008837,10690.937261999294,49.44400622181485,-170.48395572511254,19.47147138880255,-189.95542711391508,45.68554706874316,11062.62727114833,8701.538911011863,11927.631088988135,33.97262435329728,3.767548098613973,1
2018-03-12 00:00:00+00:00,9142.15,-80050355.85155523,-96.23760323477315,-50.5469100900949,10226.379860261668,10721.865214848354,8797.496679834507,0.012139710804427837,0.4760401545837444,9276245683.008133,11694.15,8393.45,10043.8,10112.642,10360.01,10116.777679943752,10640.157351769809,39.341645113274545,-223.92254606384085,-29.20733210172613,-194.71521396211472,43.383784535508966,11039.245468090863,8578.686520030767,11839.05547996923,35.210070080617285,-0.2103385719681058,0
2018-03-13 00:00:00+00:00,9160.12,-68779010.95011272,-97.44792630540096,-52.5117877295181,10111.991071440734,10552.36054030425,8748.979075914423,-0.08409881607090777,0.4832852590410535,9232273177.431572,11694.15,8393.45,10043.8,10148.492333333334,10281.992166666667,10055.057829624802,10591.631536957684,36.48014957554923,-261.80505933704444,-75.7268775487898,-186.07818178825465,50.6400433300748,11018.443947155007,8453.11802627451,11832.46997372549,36.40043093024148,-1.3170127887597864,-1
2018-03-14 00:00:00+00:00,8217.7,-257825242.20159537,-139.52485390241128,-87.07735754739825,10011.563785725475,10381.280367724665,8398.979091838393,-0.1992881234472227,0.46031680699410177,8345288851.342701,11694.15,7966.94,9830.545,10125.373333333333,10181.5685,9936.5186148103,10513.797716073825,32.32450090016668,-363.6803610828647,-133.31757425560477,-230.36278682725992,12.922642452601746,10987.453824910332,8166.832284477967,11955.729715522031,37.79659054977058,-7.039487601230307,-1
2018-03-15 00:00:00+00:00,8268.41,23232725.016652066,-146.29153640026718,-74.19848434090561,9807.101407152928,10130.512938980813,8241.848292001683,-0.31776251639050523,0.4742853927296385,9186846616.236238,11694.15,7698.47,9696.31,10116.163999999999,10092.064833333334,9828.898704177378,10440.178446694354,25.558641771193834,-435.30744523035537,-193.71554845055488,-241.5918967798005,25.80151565909439,10949.211904138016,7910.538607522949,12021.31339247705,39.38144372911286,-3.27923441379104,-1
2018-03-16 00:00:00+00:00,8283.23,25415443.80448892,-117.53904110835767,-67.28889883366435,9554.065638294576,9920.555979908793,8123.4594771989805,-0.430482364620138,0.4589890094893934,9227061140.454386,11694.15,7698.47,9696.31,10076.083666666667,10002.919,9729.178142617548,10369.45882549126,24.18071971305777,-485.28254027206094,-252.0289468148561,-233.25359345720483,26.47242568833918,10923.925554130472,7707.299618828485,12082.302381171517,40.87799014477723,0.3243929793849698,0
2018-03-17 00:00:00+00:00,7883.45,-110627139.71975775,-120.88403964206037,-88.87130833418564,9358.470961699228,9658.396648439153,7971.597717927987,-0.5449133686726115,0.44244108917413594,8682848745.64956,11694.15,7698.47,9696.31,10004.407000000001,9946.268333333335,9610.098907609965,10287.950339409577,16.349158332033724,-550.7978137061946,-311.78272019312385,-239.01509351307072,10.347663133163623,10901.103404273317,7444.486655701019,12172.449344298979,42.32971379742406,-3.211528993754494,-1
2018-03-18 00:00:00+00:00,8215.4,224885772.51380932,-109.94837048364079,-30.907354198602636,9135.442427061336,9574.4699687434,7837.489015825875,-0.6423099268776397,0.45972886141531955,9954072343.196915,11694.15,7318.46,9506.305,9938.629333333334,9897.146666666666,9520.11833292545,10219.997869265,20.712512421950947,-569.3702038473948,-363.30021692397804,-206.06998692341676,43.92028204877092,10862.289984410263,7249.489682908912,12156.336317091089,43.839665641691596,1.0832545869753407,1
2018-03-19 00:00:00+00:00,8623.14,373680409.39864266,-69.56564910525518,-7.281436104438856,8844.725238731522,9509.853600494996,7871.9819275349655,-0.7089731412603184,0.48276165539552435,10904040009.369246,11694.15,7318.46,9506.305,9856.160333333335,9854.606999999998,9462.248763059293,10167.641873551393,26.358969711920068,-544.9064046264284,-399.6214544644681,-145.2849501619603,92.71856389556115,10833.318631223718,7143.362453794378,12065.301546205623,44.928678811680165,4.641333484885282,1
2018-03-20 00:00:00+00:00,8920.71,414026268.3074036,-48.07109992351575,-7.798500376919873,8844.725238731522,9532.996585240042,7932.399766768165,-0.741126752676719,0.5139088583001897,11619259173.688541,11694.15,7318.46,9506.305,9806.276333333333,9811.256166666666,9427.310778345793,10126.758861303806,33.6551140252909,-495.79207299032714,-418.8555781696399,-76.93649482068724,92.20149962308012,10813.486563041528,7079.771549585026,11987.519450414975,45.38456330693015,3.8932810543785217,1
2018-03-21 00:00:00+00:00,8911.35,186783584.4736113,-32.29670723260073,-14.638407330993266,8844.725238731522,9493.755383738355,8036.605274833567,-0.7481008491753455,0.5469003691706188,11276032167.200739,11694.15,7318.46,9506.305,9730.578666666668,9746.713,9394.022986194452,10086.909390441386,39.301242987292454,-452.4087980846616,-425.5662221526443,-26.842575932017326,85.36159266900674,10798.229543190686,7055.762908729049,11809.72609127095,45.236127341125034,1.0540460854576668,1
2018-03-22 00:00:00+00:00,8724.98,47986307.33920759,-40.794495839506936,-43.563539839787694,8844.725238731522,9464.181675023385,8051.560680714352,-0.7429543815342703,0.5471810217201102,11009422560.973576,11694.15,7318.46,9506.305,9646.197000000002,9699.6305,9350.858922569003,10042.255967803963,43.164448757046486,-428.13051947669373,-426.0790816174542,-2.0514378592395133,75.37418611505583,10781.222645272359,7046.82105033205,11586.85394966795,44.81727574711693,-1.438789865135594,-1
2018-03-23 00:00:00+00:00,8934.8,235913407.33668488,-40.33152459813486,-28.475476947989105,8844.725238731522,9482.166826303235,8097.913287530314,-0.7214352893705778,0.5661721910840996,11946188277.48722,11694.15,7318.46,9506.305,9594.635,9668.301833333335,9324.01641143552,10005.945936072687,46.44678673121365,-387.49231806615717,-418.36172890719484,30.869410841037677,76.32743992036775,10765.454968948907,7154.51162144336,11226.107378556639,44.32237774713677,0.8779077141242887,1
2018-03-24 00:00:00+00:00,8548.06,-30388126.131281562,-37.119550174967,-72.57705860216899,8844.725238731522,9407.001944402688,8085.085416320897,-0.7017488700254271,0.5686640552130602,11221939296.018116,11694.15,7318.46,9506.305,9551.305,9629.798999999999,9273.954707471938,9958.146397185057,47.17161009735534,-382.08845863549504,-411.1070748528549,29.018616217359863,27.422941397831014,10751.595119249056,7307.003062600215,10777.979937399785,43.649337408567234,-2.150730468440005,-1
2018-03-25 00:00:00+00:00,8472.84,-114077288.44295633,-50.402803660043105,-79.3275124465237,8844.725238731522,9290.701585316314,8102.038977800125,-0.6848229070934213,0.5270812396798714,10908134522.31896,11441.65,7318.46,9380.055,9494.549333333334,9580.529333333334,9222.269887635039,9909.447826785547,35.642190530274604,-379.5008370458254,-404.78582729144904,25.284990245623646,18.84528981788742,10739.758307708036,7561.181167491623,10227.012832508377,42.9521131258351,-2.069603208543803,-1
2018-03-26 00:00:00+00:00,8152.2,-128854647.3070735,-93.43423911608741,-75.75495304037845,8826.77022918226,9202.204929979936,7992.655523013545,-0.6794555781000312,0.5101876331453833,10765906101.702866,10913.7,7318.46,9116.08,9442.764999999998,9530.134833333335,9153.233120690844,9851.833143940119,36.44316385975772,-398.7268219878697,-403.5740262307332,4.847204242863484,22.85878180217006,10717.683423671346,7712.085914045573,9817.783085954426,42.591725058874765,-2.846292272306567,-1
2018-03-27 00:00:00+00:00,7808.48,-270522274.9818527,-123.57521649904051,-95.624372045205,8769.320215431326,9034.971300996547,7872.998151364439,-0.6913860764224335,0.47135823320553955,10055811175.188492,10119.21,7318.46,8718.835,9382.710666666668,9475.206166666667,9066.474854839822,9784.837958892902,33.00619081385814,-436.66527945542293,-410.19227687567115,-26.47300257975178,4.375627954794997,10697.085745179085,7674.699875069287,9643.16112493071,42.549967404486644,-4.125807497241516,-1
2018-03-28 00:00:00+00:00,7959.78,-174914538.9821227,-109.75378245711312,-77.88201181161126,8687.95859819682,8905.880151981477,7822.378486154878,-0.7063508055702424,0.5059128985958725,10144367008.290756,9907.41,7318.46,8612.935,9303.82,9416.874000000002,8995.07518678564,9724.99999302756,45.951960925875916,-449.34338397324245,-418.0224982951854,-31.32088567805704,16.159759488445605,10682.787733148898,7610.704172590707,9571.46282740929,42.74827895161966,-0.17190304868721692,0
2018-03-29 00:00:00+00:00,7106.62,-342504239.7987938,-182.50876113789548,-88.737899405871,8613.129910341075,8770.861939638442,7500.120572679056,-0.7499442713911821,0.45535362037245575,9233789191.075672,9907.41,6927.11,8417.26,9187.548666666666,9339.188666666667,8873.23936828334,9639.151468666001,35.434620717668906,-522.2139970971966,-438.8607980555877,-83.35319904160895,10.180632355026237,10646.77476886125,7350.457901337359,9617.095098662641,43.45146049837657,-6.797937300654716,-1
2018-03-30 00:00:00+00:00,6853.76,-328489803.0086925,-203.0817879857841,-84.15063336153722,8444.527919306967,8546.845219414865,7258.053191586319,-0.8159797303939001,0.42535615284361894,8845121427.958765,9907.41,6595.26,8251.335,9071.526,9266.1855,8742.95037678119,9547.827158217935,33.08811872519952,-593.5263692359395,-469.7939122916581,-123.73245694428135,13.423132445035254,10601.092887902769,7051.191224247758,9722.01077575224,44.59615442679203,-6.199224823176485,-1
2018-03-31 00:00:00+00:00,6943.77,-297926498.78779995,-167.0089361707656,-77.10981064412522,8222.615768990132,8332.115176442485,7124.172609378337,-0.8873593899167055,0.4332732630966244,8525861211.563221,9907.41,6595.26,8251.335,8938.672666666667,9213.460666666664,8626.874223440467,9462.448234997675,38.003452097046825,-635.4537677009257,-502.9258833735116,-132.52788432741409,21.368134495824613,10575.792227329559,6889.82017688759,9623.274823112411,46.05212309648143,-0.3484475570640503,0
2018-04-01 00:00:00+00:00,6835.84,-144144197.73100233,-168.92265147037708,-75.51028462798392,8052.662676711316,8167.825142434753,6963.988496703161,-0.9599378647210126,0.4278598977277117,8753963622.750814,9486.12,6463.54,7974.83,8798.429999999998,9156.943666666666,8511.323628379792,9376.329932210867,31.3191277312563,-669.6710312538262,-536.2749129495745,-133.39611830425167,22.505667220794933,10550.128764115845,6701.868346266752,9580.59565373325,47.79061497215922,-0.6099342957549101,0
2018-04-02 00:00:00+00:00,7074.6,-197865237.24929726,-87.24012760545392,-65.18414695291487,8052.662676711316,8228.395117118878,6724.761495006469,-1.018412198868772,0.38562921707286074,8301526068.173957,9360.66,6463.54,7912.1,8652.071333333333,9122.941666666668,8418.631781387548,9300.863377056412,28.025293319634685,-669.8014681542027,-562.9802239905001,-106.82124416370254,34.81585304708513,10532.06688288222,6606.2404565426605,9467.67154345734,48.39802668220491,1.7722560576497244,1
2018-04-03 00:00:00+00:00,7434.3,5543361.727404155,-81.21710274265192,-44.68982177856783,8052.662676711316,8172.939640843592,6764.843041683688,-1.049092601229877,0.40498503945465647,8856376316.37437,9184.51,6463.54,7824.025,8516.400666666666,9098.999666666668,8355.126505168997,9239.66457780866,29.272448885678514,-633.5765800487516,-577.0994952021504,-56.4770848466012,55.310178221432174,10510.315728580974,6545.177589502414,9450.394410497587,48.145073081886125,4.488974801285918,1
2018-04-04 00:00:00+00:00,6815.5,-142509474.67712098,-106.93771688000015,-79.94667031314098,8032.407023177089,8056.192432667366,6643.993396964722,-1.080714680339978,0.38645471593072944,8196008577.433788,9184.51,6463.54,7824.025,8362.226333333334,9058.403500000002,8255.79576290003,9160.183771978867,25.01984491171696,-647.3379744954918,-591.1471910608187,-56.19078343467311,20.053329686859023,10487.298611737824,6386.730272340527,9463.550727659473,47.454769343528866,-4.1168801935810855,-1
2018-04-05 00:00:00+00:00,6790.45,-60721988.6271858,-112.76677080219318,-88.3640210854555,7980.194342250005,7886.290171289223,6610.389142794479,-1.1094153154601396,0.4070093948909625,8301245031.610719,9184.51,6463.54,7824.025,8230.726333333334,9034.610166666667,8161.2573265839,9082.487582733658,26.020462551844332,-652.7409134552408,-603.4659355397032,-49.27497791553765,18.626076849446186,10465.891235644376,6241.989374819222,9459.013625180778,46.528286106803286,-3.179144734497008,-1
2018-04-06 00:00:00+00:00,6634.86,-81717876.88519296,-106.26783349957869,-89.20582659882275,7897.525481715005,7721.095593980657,6552.5002074919485,-1.1377980717589717,0.3790239114283566,8077822133.520518,9184.51,6463.54,7824.025,8120.936333333333,9029.573166666667,8062.78007970752,9002.237498053864,21.10250585503634,-661.947080293161,-615.1621644903948,-46.784915802766136,6.394245828876034,10448.937658866802,6090.489925492756,9485.654074507245,45.493453932687885,-1.6611489362333123,-1
2018-04-07 00:00:00+00:00,6917.2,-5709897.974465549,-78.2058069294016,-57.35408135408139,7787.857043177805,7658.456394854648,6535.285624251014,-1.1507064010863481,0.40686444118698173,8232858196.222643,9184.51,6463.54,7824.025,8040.952333333334,9016.505666666666,7988.871687468325,8933.87561287177,28.957079595776094,-639.0934835958824,-619.9484283114924,-19.14505528438997,38.96338421630247,10434.084984239316,5995.369314317239,9450.95468568276,44.136897566503315,2.0110104406977936,1
2018-04-08 00:00:00+00:00,7049.92,35196329.73981775,-58.44218897735906,-13.563829787233995,7694.786079723581,7587.99705013275,6588.671874540907,-1.1449387947167662,0.39603722083111703,8342276929.488066,9184.51,6463.54,7824.025,7967.524333333333,9007.459,7928.294159244563,8872.10657638417,31.908568929303414,-603.3177769687172,-616.6222980429374,13.304521074220133,57.13895713895714,10423.456594715553,5946.231647860375,9342.770352139623,42.504565884134905,2.658870652238265,1
2018-04-09 00:00:00+00:00,6789.53,-59651014.2393226,-66.90879010051343,-61.20777438349496,7632.084793345694,7546.564859101918,6521.447897193288,-1.1348498624244236,0.4078977562235825,7933039649.331672,9184.51,6463.54,7824.025,7900.599666666666,8982.939666666667,7854.82550380943,8803.82537715846,32.40503779378308,-589.1848127796993,-611.1348009902897,21.94998821059039,38.792225616505036,10400.144226911409,5910.885642581907,9164.998357418093,40.95585106053291,-1.8695695114578015,-1
2018-04-10 00:00:00+00:00,6871.07,31097372.591753747,-67.78490863517695,-57.46882599472246,7532.245314011125,7468.496702751096,6540.266461376234,-1.1162880058500808,0.41141047371550193,8178963487.862291,9107.0,6463.54,7785.27,7811.474,8952.510333333334,7791.357406789468,8740.456348399166,37.01702145340223,-564.893005363464,-601.8864418649246,36.993436501460565,50.8256961969274,10389.115724186686,5919.348367751342,8952.507632248657,39.49747449660172,-0.46985783070635084,0
2018-04-11 00:00:00+00:00,6977.13,110871007.32622863,-52.43614089448187,-39.80967069174005,7446.692782610013,7408.2863930650365,6590.567104841697,-1.0860849528488101,0.451229171131332,8504129565.533228,9036.23,6463.54,7749.885,7739.306666666667,8925.974333333334,7738.826606351438,8682.642369763127,36.21774462749412,-530.9628086087096,-587.7017152136816,56.738906604972044,60.82337317397081,10377.870237828594,5947.696877152243,8749.374122847756,38.00144080825427,1.4229278123126594,1
2018-04-12 00:00:00+00:00,7927.73,368660440.84369427,35.292306213258456,-8.758619717118176,7446.692782610013,7731.934322016262,6604.483994888437,-1.0085766167231283,0.5342559057087161,9701094095.845137,9036.23,6463.54,7749.885,7698.227,8923.359666666665,7751.013922070701,8657.89114452499,61.21015195161576,-422.4971238736889,-554.660796945683,132.16367307199414,91.24138028288182,10348.105298011224,6076.476657790575,8519.887342209428,36.89653249646525,9.217792305541005,1
2018-04-13 00:00:00+00:00,7899.11,142406022.70079106,98.93044092283323,-21.663761503165787,7470.903071305612,7849.304445409937,6752.895995974487,-0.9039443119459969,0.5265953264068406,9216856870.400978,8690.36,6463.54,7576.950000000001,7687.607333333333,8906.490333333331,7760.568507743559,8633.013074212697,65.20239317532014,-334.98518143031106,-510.72567384260867,175.7404924122976,78.91759746050752,10328.27606806988,6154.3066491518475,8377.162350848153,36.20340048171076,3.9175634768858005,1
2018-04-14 00:00:00+00:00,8022.51,103923724.25999522,117.78585590065825,-14.846143737507152,7516.878487027275,7945.187273600039,6919.343996850166,-0.780564582766178,0.5314347873273731,9229737179.259262,8521.04,6463.54,7492.290000000001,7679.410666666667,8897.787333333334,7777.467958856878,8612.996579976214,65.53708771424455,-252.76032417204897,-459.1326039084968,206.3722797364478,86.24426443823539,10319.499032349559,6220.012820687209,8266.423179312793,35.83188056588006,0.9148257709329347,1
2018-04-15 00:00:00+00:00,8376.73,168693248.50738457,155.5406716028971,-3.664094306374252,7557.586177805639,8099.284133054385,7108.688724829399,-0.6356972035719198,0.5350009706227506,9634862802.925642,8437.03,6463.54,7450.285,7682.5273333333325,8879.3055,7816.130026027402,8605.250134731092,70.72319845929974,-157.20181407885684,-398.7464459425688,241.54463186371197,96.33590569362575,10311.291481627539,6185.348721030984,8323.540278969016,35.84650914260544,3.423442332504033,1
2018-04-16 00:00:00+00:00,8079.77,47618972.245894715,129.90774461353948,-52.675346121522196,7627.941683581188,8186.952472549733,7194.0325930915815,-0.49639268220030247,0.5493446872120947,9349539438.495798,8437.03,6463.54,7450.285,7689.071333333334,8846.739166666666,7833.13905660628,8588.021277854663,63.310019359161444,-104.23167866021595,-339.8434924860983,235.61181382588234,78.2913046120192,10300.461453689684,6163.033228950604,8372.984771049398,35.9735927959284,-0.9792062669201148,0
2018-04-17 00:00:00+00:00,7921.63,-52072678.07782582,105.27379453377814,-86.49973147153592,7692.180748894693,8198.61747754621,7266.417576200083,-0.3737478923631907,0.5136271250025787,8992597996.829943,8437.03,6463.54,7450.285,7679.2789999999995,8808.954166666666,7838.8481497284565,8566.172383498773,56.81689108473239,-74.15819160959563,-286.70643231079777,212.54824070120213,24.00807985491645,10291.084708550825,6166.03308744276,8366.169912557243,36.03963854701218,-2.5155333899688133,-1
2018-04-18 00:00:00+00:00,8189.96,58012418.52990448,107.98158029399768,-42.678481974745694,7731.814288983118,8258.434299833687,7372.9434714776635,-0.25640381079811897,0.5442936033410448,9387087505.693457,8437.03,6463.54,7450.285,7664.839666666667,8760.5,7861.500527165331,8553.837551252911,71.31633146813236,-28.345993018830086,-235.03434445240424,206.68835143357416,58.534170247046156,10282.102744299567,6148.889300769272,8491.647699230727,36.12220224012761,1.5646908648376578,1
2018-04-19 00:00:00+00:00,8301.82,151281657.04897717,109.91065123650009,-22.539760129886087,7783.289860084806,8299.88442714978,7508.268294888217,-0.14397592806066684,0.5239649528513428,9863997955.291302,8437.03,6463.54,7450.285,7644.210000000001,8725.243166666665,7889.908235090149,8545.574680720028,72.82505278228328,16.793091267597447,-184.66885730840391,201.46194857600136,76.6440379333574,10273.641321239335,6165.043653661294,8620.299346338708,36.298665086526974,2.015490666809743,1
2018-04-20 00:00:00+00:00,8877.08,286108717.1048918,140.29255250558555,-6.261154348585999,7847.816276874629,8532.401804091885,7629.57042312179,-0.01737809346037846,0.5744107278401123,10653874001.650055,8945.14,6463.54,7704.34,7643.067666666667,8686.823166666667,7953.596736052075,8556.443707581666,80.05302323586494,97.85678304451085,-128.16372923782097,226.02051228233182,93.73884565141401,10262.955102158941,6114.858743112412,8863.815256887587,36.95763932489753,4.976100620997528,1
2018-04-21 00:00:00+00:00,8935.72,277633390.3310149,140.78507358787255,-9.84283080165075,8001.441598112181,8681.48511247042,7791.299437133932,0.11236365506954638,0.5923325279450954,11036811034.155357,9047.82,6526.67,7787.245,7650.092333333333,8648.144666666667,8016.959527274522,8568.878995857676,78.78057683204344,164.93088021395033,-69.5448073474667,234.47568756141703,90.57745650163905,10255.064307317434,6113.353696319507,9075.308303680493,38.01101335203599,2.6519244775531616,1
2018-04-22 00:00:00+00:00,8823.36,73255164.45238602,123.22718056416643,-24.628044766293527,8168.862142414232,8753.742364761058,7932.48499404316,0.23087062560410607,0.565170650949904,10593393172.176994,9047.82,6526.67,7787.245,7646.377666666666,8620.506333333333,8068.9853642245525,8577.222635337752,75.433831079802,206.63906597104415,-14.308032683764537,220.94709865480868,80.29150935112835,10249.370651217658,6125.415006971181,9238.122993028815,39.341898793366546,-0.6235132992143076,0
2018-04-23 00:00:00+00:00,8968.25,100758982.06336726,113.20906595959009,-9.892705730235066,8308.880999627954,8833.021934815753,8080.527722419959,0.3401185489365236,0.6000962169648301,10859850564.790678,9047.82,6526.67,7787.245,7660.384,8605.844500000001,8127.002437500389,8590.04320467094,82.3167837478641,248.5197349719465,38.25752084737767,210.26221412456883,91.26947553214836,10244.421500294775,6105.286365423355,9411.646634576644,40.857565955733286,0.663814904070097,0
2018-04-24 00:00:00+00:00,9655.77,289846844.83122206,145.71024184045464,-7.755260054198541,8423.576839687481,9125.199764883178,8224.348136542121,0.46307218181424215,0.6492573700109636,11855900963.54531,9741.91,6526.67,8134.29,7699.8150000000005,8597.182166666667,8225.632602822945,8624.985066812877,85.01129031446924,333.34499148294344,97.27501497449083,236.0699765084526,94.25127801284023,10237.61422888589,6106.396758675924,9694.563241324078,42.72526417299259,5.537614154793625,1
2018-04-25 00:00:00+00:00,8873.62,-142985989.058926,109.37619166311852,-88.4384577997757,8660.876808543735,9262.761625826577,8159.093929891899,0.5536228936247217,0.559906546147353,10487640835.66941,9765.23,6526.67,8145.95,7723.8623333333335,8583.313666666665,8267.438241350497,8633.137031835406,70.3794367014475,333.6109902709577,144.54221003378422,189.06878023717348,21.37824610907814,10224.531161898023,6240.263273703342,9769.013726296656,44.47283145707337,-3.1885645459028695,-1
2018-04-26 00:00:00+00:00,9282.12,98680939.37095438,97.61065113932406,-44.085413149609764,8660.876808543735,9383.690421140238,8245.871397191027,0.6330128262868946,0.579179120142255,11383094024.267561,9765.23,6624.47,8194.85,7772.983666666667,8577.847166666666,8332.901580618207,8654.415161939161,66.4733570915991,362.60445381973295,188.15465879097397,174.44979502875898,55.914586850390236,10217.049833241117,6408.4723851344725,9865.530614865529,45.936289429675405,0.1253078311821073,0
2018-04-27 00:00:00+00:00,8938.47,-116760578.28075999,88.54843665605831,-75.44463202080577,8660.876808543735,9386.812162751303,8287.72750679532,0.6849865896524961,0.539271728542983,10674069921.751905,9765.23,6633.69,8199.46,7805.606666666666,8554.713333333333,8371.970510900905,8663.728435318206,61.741845689444816,353.7742106876358,221.27856917030635,132.49564151732943,24.555367979194237,10211.39736530535,6574.696780114147,9901.43321988585,47.20221136209954,-1.0290021373570526,-1
2018-04-28 00:00:00+00:00,9351.47,31479487.839415282,93.21518554158736,-37.75699228909067,8689.876536201986,9479.182678619509,8382.338869201096,0.7307085634597779,0.5609208727316212,11207619768.335793,9765.23,6633.69,8199.46,7880.4349999999995,8533.991833333333,8435.164026326653,8686.277339078264,64.09146046637882,375.77018304069134,252.17689194438339,123.59329109630795,62.24300771090934,10206.412939130301,6717.654724778213,9988.630275221787,48.32761178323445,1.7494158942059208,1
