timestamp,open,high,low,close,volume
2018-01-01 00:00:00+00:00,13850.49,13921.53,12877.67,13444.88,1057521524.42
2018-01-02 00:00:00+00:00,13444.88,15306.13,12934.16,14754.13,1956783037.35
2018-01-03 00:00:00+00:00,14754.09,15435.01,14579.71,15156.62,1604206990.04
2018-01-04 00:00:00+00:00,15156.49,15408.66,14244.67,15180.08,1656714736.62
2018-01-05 00:00:00+00:00,15180.08,17126.95,14832.36,16954.78,2283988962.92
2018-01-06 00:00:00+00:00,16954.76,17252.85,16286.57,17172.3,1412703790.73
2018-01-07 00:00:00+00:00,17174.5,17184.81,15791.13,16228.16,1309532650.11
2018-01-08 00:00:00+00:00,16228.26,16302.92,13902.31,14976.17,2166366561.33
2018-01-09 00:00:00+00:00,14976.17,15390.28,14221.55,14468.5,1486802326.34
2018-01-10 00:00:00+00:00,14468.09,14919.49,13450.54,14919.49,2025083791.13
2018-01-11 00:00:00+00:00,14920.36,14979.96,12825.95,13308.06,2373494121.74
2018-01-12 00:00:00+00:00,13308.06,14129.08,12851.91,13841.19,1402292716.89
2018-01-13 00:00:00+00:00,13841.19,14595.04,13830.28,14243.12,1021352776.21
2018-01-14 00:00:00+00:00,14244.12,14415.67,13031.91,13638.63,1112590573.36
2018-01-15 00:00:00+00:00,13638.63,14355.82,13416.71,13631.98,1170462750.59
2018-01-16 00:00:00+00:00,13634.6,13648.84,10032.69,11282.49,3842651741.45
2018-01-17 00:00:00+00:00,11282.49,11736.3,9205.38,11162.7,3666978316.26
2018-01-18 00:00:00+00:00,11162.7,12018.43,10642.33,11175.52,2357251805.09
2018-01-19 00:00:00+00:00,11175.52,11780.49,10867.18,11521.76,1264875700.45
2018-01-20 00:00:00+00:00,11521.82,13031.04,11502.11,12783.94,1492721765.44
2018-01-21 00:00:00+00:00,12783.54,12787.35,11101.73,11549.93,1552755289.93
2018-01-22 00:00:00+00:00,11549.98,11913.74,10067.76,10814.52,1811992345.95
2018-01-23 00:00:00+00:00,10814.52,11388.52,9980.5,10858.23,1710180828.64
2018-01-24 00:00:00+00:00,10853.78,11531.6,10506.55,11429.02,1286435482.05
2018-01-25 00:00:00+00:00,11428.11,11741.92,10930.34,11175.87,1061064251.44
2018-01-26 00:00:00+00:00,11175.87,11656.54,10346.86,11104.2,1560135332.27
2018-01-27 00:00:00+00:00,11104.34,11638.69,10879.2,11459.71,1031091633.68
2018-01-28 00:00:00+00:00,11460.39,12064.19,11407.94,11767.74,1038153169.8
2018-01-29 00:00:00+00:00,11767.74,11860.29,11089.52,11233.95,920836244.04
2018-01-30 00:00:00+00:00,11234.32,11263.7,9871.21,10107.26,1720894077.2
2018-01-31 00:00:00+00:00,10107.4,10377.96,9698.13,10226.86,1230902973.11
2018-02-01 00:00:00+00:00,10226.86,10280.84,8726.95,9114.72,1964308989.29
2018-02-02 00:00:00+00:00,9114.73,9147.93,7786.2,8870.82,2768759876.15
2018-02-03 00:00:00+00:00,8872.87,9504.37,8194.68,9251.27,1253484523.4
2018-02-04 00:00:00+00:00,9251.27,9400.99,7889.83,8218.05,1413207410.82
2018-02-05 00:00:00+00:00,8218.05,8391.29,6627.31,6937.08,2534149181.03
2018-02-06 00:00:00+00:00,6936.43,7932.38,5968.36,7701.25,3397596513.74
2018-02-07 00:00:00+00:00,7701.25,8572.68,7208.86,7592.72,2159765331.36
2018-02-08 00:00:00+00:00,7593.78,8643.94,7590.48,8260.69,1594673973.51
2018-02-09 00:00:00+00:00,8259.26,8743.2,7775.36,8696.83,1348072086.15
2018-02-10 00:00:00+00:00,8696.83,9081.49,8176.25,8569.29,1348923336.33
2018-02-11 00:00:00+00:00,8569.32,8573.35,7862.31,8084.61,1013771945.88
2018-02-12 00:00:00+00:00,8084.61,8997.34,8084.41,8911.27,1085921871.17
2018-02-13 00:00:00+00:00,8911.17,8955.15,8379.35,8544.69,853320352.71
2018-02-14 00:00:00+00:00,8544.69,9508.22,8542.98,9485.64,1220863360.18
2018-02-15 00:00:00+00:00,9485.64,10223.58,9363.38,10033.75,1666668487.88
2018-02-16 00:00:00+00:00,10033.75,10303.14,9720.38,10188.73,1061827697.26
2018-02-17 00:00:00+00:00,10188.73,11119.45,10074.07,11097.21,1327921168.02
2018-02-18 00:00:00+00:00,11097.21,11288.34,10161.01,10417.23,1659704217.34
2018-02-19 00:00:00+00:00,10418.12,11265.96,10336.32,11182.28,1186535653.61
2018-02-20 00:00:00+00:00,11182.28,11802.23,11130.95,11256.43,1640343867.77
2018-02-21 00:00:00+00:00,11256.78,11295.58,10256.21,10481.66,1982721124.63
2018-02-22 00:00:00+00:00,10481.66,10941.57,9757.19,9847.96,1795951829.82
2018-02-23 00:00:00+00:00,9847.96,10420.67,9604.0,10175.51,1399448203.16
2018-02-24 00:00:00+00:00,10175.51,10528.0,9396.54,9705.73,1244484468.57
2018-02-25 00:00:00+00:00,9705.73,9873.79,9329.44,9610.11,793093192.66
2018-02-26 00:00:00+00:00,9610.11,10457.51,9411.82,10326.5,1181729273.47
2018-02-27 00:00:00+00:00,10326.5,10879.38,10154.24,10594.76,1060840699.02
2018-02-28 00:00:00+00:00,10594.76,11067.76,10303.14,10334.44,1126074675.67
2018-03-01 00:00:00+00:00,10334.44,11090.3,10247.56,10929.37,952472120.03
2018-03-02 00:00:00+00:00,10929.37,11191.94,10801.45,11043.12,852908489.64
2018-03-03 00:00:00+00:00,11043.12,11530.66,11043.12,11465.36,812200126.22
2018-03-04 00:00:00+00:00,11465.36,11539.79,11084.01,11504.42,690727335.55
2018-03-05 00:00:00+00:00,11503.94,11694.15,11431.55,11440.73,791471905.1
2018-03-06 00:00:00+00:00,11440.33,11441.65,10589.28,10735.45,1210081181.36
2018-03-07 00:00:00+00:00,10735.45,10913.7,9470.73,9928.56,1858869115.0
2018-03-08 00:00:00+00:00,9928.56,10119.21,9086.85,9316.72,1492236089.97
2018-03-09 00:00:00+00:00,9316.77,9433.38,8393.45,9252.76,2081621422.7
2018-03-10 00:00:00+00:00,9252.76,9518.62,8727.43,8797.27,1084925795.69
2018-03-11 00:00:00+00:00,8797.27,9735.64,8484.32,9544.84,1374814644.2
2018-03-12 00:00:00+00:00,9543.98,9907.41,8796.52,9142.15,1435404200.39
2018-03-13 00:00:00+00:00,9142.27,9486.12,8856.65,9160.12,1228556284.3
2018-03-14 00:00:00+00:00,9160.12,9360.66,7966.94,8217.7,1385572511.72
2018-03-15 00:00:00+00:00,8216.22,8432.12,7698.47,8268.41,1519850464.55
2018-03-16 00:00:00+00:00,8267.95,8616.63,7924.11,8283.23,1082790136.53
2018-03-17 00:00:00+00:00,8283.23,8360.64,7765.41,7883.45,901939422.97
2018-03-18 00:00:00+00:00,7882.67,8299.86,7318.46,8215.4,1535519444.95
2018-03-19 00:00:00+00:00,8215.5,8725.6,8129.66,8623.14,1447812723.08
2018-03-20 00:00:00+00:00,8623.14,9056.23,8339.8,8920.71,1150462439.42
2018-03-21 00:00:00+00:00,8920.53,9184.51,8778.69,8911.35,991376396.96
2018-03-22 00:00:00+00:00,8911.37,9107.0,8500.88,8724.98,1023286566.15
2018-03-23 00:00:00+00:00,8724.98,8935.88,8307.58,8934.8,939997284.45
2018-03-24 00:00:00+00:00,8935.51,9036.23,8515.53,8548.06,827663165.33
2018-03-25 00:00:00+00:00,8548.39,8690.36,8395.85,8472.84,657643520.26
2018-03-26 00:00:00+00:00,8472.56,8521.04,7869.27,8152.2,1079038734.78
2018-03-27 00:00:00+00:00,8152.18,8226.24,7752.3,7808.48,930754990.52
2018-03-28 00:00:00+00:00,7808.42,8117.79,7752.6,7959.78,657712114.92
2018-03-29 00:00:00+00:00,7959.78,7983.77,6927.11,7106.62,1379180030.3
2018-03-30 00:00:00+00:00,7106.62,7280.27,6595.26,6853.76,1584675343.21
2018-03-31 00:00:00+00:00,6853.75,7228.4,6806.34,6943.77,915400590.57
2018-04-01 00:00:00+00:00,6943.77,7056.22,6463.54,6835.84,889887684.72
2018-04-02 00:00:00+00:00,6835.58,8218.66,6792.3,7074.6,748861435.14
2018-04-03 00:00:00+00:00,7074.65,7528.97,7039.88,7434.3,905326798.64
2018-04-04 00:00:00+00:00,7434.3,7442.42,6727.09,6815.5,877199782.17
2018-04-05 00:00:00+00:00,6815.5,6933.66,6602.38,6790.45,777145174.76
2018-04-06 00:00:00+00:00,6790.45,6869.53,6526.67,6634.86,605651287.47
2018-04-07 00:00:00+00:00,6634.86,7083.85,6624.47,6917.2,564883141.53
2018-04-08 00:00:00+00:00,6917.2,7132.03,6911.02,7049.92,425825572.09
2018-04-09 00:00:00+00:00,7049.92,7204.28,6633.69,6789.53,901883664.92
2018-04-10 00:00:00+00:00,6789.53,6922.84,6676.72,6871.07,424510977.27
2018-04-11 00:00:00+00:00,6871.07,6999.37,6839.16,6977.13,450141340.22
2018-04-12 00:00:00+00:00,6977.04,8051.95,6791.33,7927.73,1490759969.77
2018-04-13 00:00:00+00:00,7927.73,8237.16,7758.8,7899.11,1171435820.59
2018-04-14 00:00:00+00:00,7898.74,8195.34,7841.19,8022.51,537286381.88
2018-04-15 00:00:00+00:00,8022.51,8437.03,8021.04,8376.73,570527804.56
2018-04-16 00:00:00+00:00,8376.73,8430.93,7929.24,8079.77,713471956.84
2018-04-17 00:00:00+00:00,8079.77,8187.6,7858.12,7921.63,580880500.84
2018-04-18 00:00:00+00:00,7921.65,8246.57,7908.92,8189.96,593500791.64
2018-04-19 00:00:00+00:00,8189.92,8321.01,8136.42,8301.82,602099034.89
2018-04-20 00:00:00+00:00,8301.82,8945.14,8243.49,8877.08,979994921.45
2018-04-21 00:00:00+00:00,8877.15,9047.82,8631.18,8935.72,829073400.66
2018-04-22 00:00:00+00:00,8935.85,9043.98,8788.44,8823.36,610183093.43
2018-04-23 00:00:00+00:00,8823.46,9025.73,8804.2,8968.25,553892335.42
2018-04-24 00:00:00+00:00,8967.86,9741.91,8957.68,9655.77,1276464750.74
2018-04-25 00:00:00+00:00,9657.69,9765.23,8757.06,8873.62,1779806222.98
